acctnum,gender,state,zip,zip3,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,reference,art,geog,buyer
16991,M,NY,10580,105,19,11,29,94,123,2,0,0,0,0,1,0,1,no
16992,F,PA,15227,152,53,7,122,222,344,11,1,1,4,1,3,1,0,no
16993,F,MA,02190,021,13,3,60,23,83,5,1,1,1,0,1,0,1,no
16994,M,NJ,07013,070,27,21,28,136,164,2,0,0,0,1,0,1,0,no
16995,F,MD,21061,210,7,7,15,223,238,1,0,0,0,0,0,0,1,no
16996,F,MA,01562,015,11,9,25,93,118,2,0,0,2,0,0,0,0,no
16997,F,PA,19119,191,19,11,29,173,202,2,0,0,0,0,0,0,2,no
16998,F,NY,11791,117,13,7,29,16,45,2,1,0,0,0,0,0,1,no
16999,F,MD,20706,207,47,7,110,315,425,9,1,0,4,1,0,1,2,no
17000,F,RI,02840,028,21,11,49,62,111,4,1,0,0,0,1,0,2,no
17001,M,NJ,08031,080,47,13,101,207,308,9,4,0,3,1,0,0,1,no
17002,F,PA,19610,196,57,25,74,133,207,6,2,0,0,0,2,1,1,yes
17003,F,NY,11375,113,21,21,15,290,305,1,0,0,0,0,0,0,1,no
17004,M,NH,03038,030,57,9,142,146,288,12,3,1,1,3,1,0,3,no
17005,M,NJ,07840,078,55,15,112,224,336,10,2,0,3,2,0,3,0,no
17006,F,NY,10566,105,3,3,15,213,228,1,0,0,0,0,0,0,1,no
17007,M,NJ,07006,070,39,11,113,281,394,9,1,0,1,0,2,1,4,yes
17008,F,CT,06877,068,15,9,28,7,35,2,0,0,0,1,0,1,0,yes
17009,F,DE,19810,198,9,9,15,164,179,1,1,0,0,0,0,0,0,no
17010,F,MA,01109,011,29,13,36,214,250,3,0,1,0,0,1,1,0,no
17011,F,NY,11355,113,25,3,56,100,156,5,2,1,1,0,0,0,1,no
17012,F,NY,13148,131,19,15,23,77,100,2,2,0,0,0,0,0,0,no
17013,F,MD,21040,210,17,17,15,63,78,1,1,0,0,0,0,0,0,no
17014,M,NY,10509,105,5,3,27,149,176,2,1,0,0,0,1,0,0,no
17015,F,PA,19013,190,15,15,15,9,24,1,0,0,0,0,1,0,0,no
17016,M,NJ,07747,077,11,11,15,294,309,1,0,0,0,0,0,0,1,no
17017,M,NY,12144,121,27,15,45,73,118,4,1,0,1,0,2,0,0,no
17018,F,MD,20901,209,47,15,125,179,304,11,2,2,2,1,1,1,2,no
17019,M,NY,11239,112,41,11,113,78,191,10,2,0,3,2,1,0,2,no
17020,F,MD,21047,210,47,13,83,184,267,7,1,0,1,2,1,1,1,yes
17021,M,MA,02144,021,29,9,101,38,139,9,1,3,1,2,0,0,2,yes
17022,M,DC,20007,200,27,19,29,146,175,2,1,0,0,0,0,0,1,no
17023,F,CT,06470,064,81,33,130,245,375,11,2,1,3,0,1,0,4,no
17024,F,NJ,07632,076,13,13,15,117,132,1,1,0,0,0,0,0,0,no
17025,M,MA,02021,020,45,9,118,278,396,11,3,1,5,1,0,0,1,no
17026,F,PA,19136,191,13,7,26,22,48,2,0,0,1,1,0,0,0,no
17027,F,RI,02879,028,17,9,23,93,116,2,2,0,0,0,0,0,0,no
17028,F,NY,11214,112,11,11,15,296,311,1,0,0,1,0,0,0,0,no
17029,F,PA,17201,172,31,13,56,192,248,5,0,1,3,0,1,0,0,no
17030,M,NJ,07083,070,29,27,27,249,276,2,0,0,1,0,1,0,0,no
17031,F,PA,18901,189,13,13,15,28,43,1,0,0,0,0,0,0,1,no
17032,F,MA,01010,010,13,13,15,44,59,1,0,0,1,0,0,0,0,no
17033,M,MA,01071,010,43,11,115,310,425,10,4,0,2,2,0,1,1,no
17034,F,DC,20011,200,13,13,15,242,257,1,0,0,1,0,0,0,0,no
17035,F,NJ,07013,070,13,13,15,217,232,1,0,0,0,0,0,0,1,no
17036,F,NJ,07765,077,29,21,26,66,92,2,1,0,0,1,0,0,0,no
17037,F,PA,15501,155,29,1,107,243,350,9,1,2,0,1,2,2,1,yes
17038,F,NJ,07079,070,13,13,15,139,154,1,1,0,0,0,0,0,0,no
17039,F,MD,20854,208,19,11,27,287,314,2,0,0,1,0,1,0,0,no
17040,F,NJ,08012,080,11,5,25,43,68,2,1,0,1,0,0,0,0,no
17041,M,PA,19122,191,17,15,25,211,236,2,1,0,1,0,0,0,0,no
17042,F,DE,19805,198,11,1,39,269,308,3,0,0,1,0,1,0,1,yes
17043,F,NY,11235,112,9,1,28,290,318,2,0,0,1,0,0,1,0,no
17044,M,NY,13790,137,39,11,94,66,160,8,1,1,4,0,0,1,1,no
17045,M,CT,06484,064,11,3,25,290,315,2,1,0,1,0,0,0,0,no
17046,F,NY,10464,104,11,11,15,18,33,1,0,0,1,0,0,0,0,no
17047,M,MD,21212,212,15,11,24,187,211,2,1,1,0,0,0,0,0,no
17048,F,PA,19131,191,59,9,140,315,455,12,1,1,5,1,1,2,1,no
17049,F,NJ,07652,076,37,15,59,146,205,5,2,1,0,0,0,1,1,no
17050,M,PA,19087,190,9,7,27,94,121,2,0,0,1,0,1,0,0,no
17051,F,NY,11704,117,9,9,15,27,42,1,0,0,0,0,1,0,0,no
17052,M,MA,01876,018,9,9,15,186,201,1,1,0,0,0,0,0,0,no
17053,M,NY,11934,119,1,1,15,22,37,1,0,0,0,1,0,0,0,no
17054,M,NY,12572,125,49,21,96,101,197,8,1,0,1,2,1,2,1,no
17055,F,NJ,07675,076,39,1,79,281,360,7,2,0,1,2,2,0,0,no
17056,M,PA,19014,190,19,15,29,200,229,2,0,0,1,0,0,0,1,yes
17057,F,NJ,07026,070,3,1,28,209,237,2,0,0,1,0,0,1,0,yes
17058,M,PA,19401,194,41,5,111,64,175,10,4,1,2,2,0,0,1,no
17059,F,NJ,07030,070,19,5,37,73,110,3,0,0,2,0,1,0,0,no
17060,M,PA,19115,191,49,25,43,56,99,4,2,1,0,1,0,0,0,no
17061,M,NJ,07060,070,47,19,81,308,389,7,1,1,2,1,0,0,2,no
17062,F,NY,10021,100,23,9,74,112,186,7,3,0,2,1,1,0,0,no
17063,F,NY,10607,106,33,13,70,192,262,6,1,0,3,0,0,1,1,no
17064,F,NJ,08062,080,13,13,15,46,61,1,0,0,0,1,0,0,0,no
17065,F,MA,01810,018,19,19,15,274,289,1,1,0,0,0,0,0,0,no
17066,F,NY,10308,103,33,1,106,315,421,9,1,0,3,3,1,0,1,no
17067,F,PA,19086,190,13,11,25,170,195,2,1,0,1,0,0,0,0,no
17068,M,NY,12203,122,27,11,59,226,285,5,1,1,1,1,0,0,1,no
17069,F,MD,21146,211,9,9,15,158,173,1,0,0,0,0,1,0,0,no
17070,F,NJ,08857,088,25,25,15,50,65,1,0,0,0,0,0,0,1,no
17071,M,NJ,07701,077,15,15,15,246,261,1,0,0,0,0,0,0,1,no
17072,F,NJ,08757,087,7,5,24,280,304,2,1,1,0,0,0,0,0,no
17073,F,NY,10605,106,17,17,15,4,19,1,0,0,0,0,0,1,0,no
17074,F,NJ,08831,088,17,13,25,179,204,2,1,0,1,0,0,0,0,no
17075,M,NY,14527,145,11,11,15,54,69,1,0,0,0,0,0,1,0,no
17076,M,PA,18103,181,45,29,71,200,271,6,0,1,2,1,1,0,1,no
17077,F,NY,11218,112,17,13,23,43,66,2,2,0,0,0,0,0,0,no
17078,F,CT,06484,064,53,11,95,293,388,8,2,1,1,0,1,1,2,no
17079,F,NY,11706,117,83,19,141,204,345,11,1,0,1,0,2,3,4,yes
17080,M,NY,11433,114,21,9,42,40,82,4,3,0,0,1,0,0,0,no
17081,F,DC,20016,200,37,11,126,214,340,11,3,1,2,1,0,1,3,no
17082,F,MD,21111,211,21,21,15,192,207,1,0,0,1,0,0,0,0,no
17083,F,NY,14043,140,9,3,25,291,316,2,1,0,1,0,0,0,0,no
17084,F,PA,15220,152,25,21,26,89,115,2,1,0,0,1,0,0,0,no
17085,F,MD,21227,212,25,23,26,205,231,2,1,0,0,1,0,0,0,no
17086,M,NJ,07960,079,9,3,29,11,40,2,0,1,0,0,0,0,1,no
17087,M,MD,20748,207,37,13,81,238,319,7,4,0,1,0,1,1,0,no
17088,F,NJ,07040,070,17,1,55,152,207,5,1,0,3,0,1,0,0,no
17089,M,NY,11374,113,29,5,103,67,170,9,4,0,2,1,1,0,1,no
17090,F,NY,11722,117,63,23,102,301,403,9,2,1,2,1,1,1,1,no
17091,F,NY,12887,128,1,1,15,123,138,1,0,0,0,0,0,0,1,no
17092,M,NJ,07928,079,1,1,15,2,17,1,0,0,0,1,0,0,0,no
17093,F,NY,10708,107,11,11,15,36,51,1,0,0,0,0,0,1,0,no
17094,M,NJ,08733,087,37,11,71,86,157,6,1,0,2,1,0,1,1,no
17095,F,DC,20011,200,13,13,15,191,206,1,0,0,0,1,0,0,0,no
17096,F,NJ,07059,070,15,1,39,115,154,3,0,1,1,0,0,0,1,no
17097,F,CT,06830,068,55,15,89,89,178,8,1,1,3,1,1,0,1,no
17098,F,NJ,08054,080,7,7,15,161,176,1,0,0,0,0,0,0,1,no
17099,M,NY,11050,110,39,13,72,191,263,6,1,0,2,1,0,0,2,no
17100,M,CT,06248,062,61,25,128,53,181,12,4,2,1,4,0,1,0,no
17101,F,DC,20007,200,37,9,97,226,323,9,1,2,3,1,1,1,0,no
17102,F,NY,10701,107,39,17,77,281,358,7,1,0,2,3,1,0,0,no
17103,F,PA,15401,154,33,33,15,232,247,1,0,0,0,0,0,0,1,no
17104,F,NY,10956,109,13,13,15,268,283,1,0,0,1,0,0,0,0,no
17105,F,MA,01907,019,21,21,15,44,59,1,0,0,0,0,0,0,1,no
17106,F,NJ,07430,074,11,5,23,118,141,2,2,0,0,0,0,0,0,no
17107,F,PA,18080,180,31,7,135,67,202,11,2,0,1,1,0,2,5,yes
17108,F,CT,06430,064,13,13,15,77,92,1,1,0,0,0,0,0,0,no
17109,F,NH,03281,032,15,9,28,113,141,2,1,0,0,0,0,1,0,no
17110,F,NJ,07417,074,19,15,26,216,242,2,1,0,0,1,0,0,0,no
17111,F,NY,11235,112,21,15,29,210,239,2,1,0,0,0,0,0,1,no
17112,M,MD,21206,212,11,9,25,164,189,2,0,1,1,0,0,0,0,no
17113,M,MD,20853,208,49,3,97,72,169,9,5,2,0,1,0,0,1,no
17114,F,NY,11788,117,13,11,28,121,149,2,0,0,1,0,0,1,0,no
17115,F,PA,19047,190,45,27,73,37,110,7,2,0,3,2,0,0,0,no
17116,M,PA,15220,152,39,19,80,192,272,7,2,1,2,0,0,0,2,no
17117,F,NY,11561,115,57,5,130,226,356,11,3,1,2,0,1,0,4,no
17118,M,NY,10607,106,25,9,63,152,215,6,3,0,1,2,0,0,0,no
17119,F,NY,11576,115,11,7,25,50,75,2,0,0,2,0,0,0,0,no
17120,M,NJ,07670,076,59,27,88,223,311,8,3,0,2,0,2,1,0,no
17121,M,PA,19067,190,39,19,57,240,297,5,0,2,1,1,1,0,0,no
17122,M,PA,18013,180,23,9,60,304,364,5,1,1,1,0,1,0,1,yes
17123,M,NY,10707,107,51,7,117,225,342,10,0,1,6,1,0,1,1,no
17124,F,NJ,08033,080,15,15,15,218,233,1,1,0,0,0,0,0,0,no
17125,F,DC,20037,200,17,17,15,262,277,1,1,0,0,0,0,0,0,no
17126,M,CT,06098,060,69,15,125,123,248,11,4,0,3,1,2,0,1,no
17127,F,NY,11365,113,49,13,100,146,246,9,2,0,3,2,0,1,1,no
17128,F,CT,06712,067,77,13,133,213,346,12,3,2,4,1,0,0,2,no
17129,F,MD,21208,212,13,9,26,117,143,2,0,0,1,1,0,0,0,no
17130,F,PA,19464,194,11,11,15,35,50,1,0,0,1,0,0,0,0,no
17131,M,CT,06776,067,19,11,29,82,111,2,0,0,0,0,0,0,2,yes
17132,F,MA,01060,010,75,11,135,153,288,12,5,0,3,0,2,1,1,no
17133,F,NY,11764,117,11,5,23,179,202,2,2,0,0,0,0,0,0,no
17134,M,NJ,07436,074,47,11,108,111,219,9,0,2,0,3,1,1,2,no
17135,F,NY,11694,116,15,15,15,2,17,1,0,0,0,0,0,0,1,no
17136,F,NY,11746,117,11,11,15,264,279,1,1,0,0,0,0,0,0,no
17137,F,MA,01742,017,5,5,15,120,135,1,0,0,1,0,0,0,0,no
17138,M,NY,10708,107,13,1,60,228,288,5,0,0,1,2,2,0,0,no
17139,F,NJ,08721,087,23,23,15,171,186,1,0,0,0,1,0,0,0,no
17140,M,PA,18912,189,11,5,26,275,301,2,1,0,0,1,0,0,0,no
17141,F,MA,02155,021,85,15,139,310,449,12,2,1,3,1,1,1,3,no
17142,F,NY,10301,103,17,9,25,208,233,2,1,0,1,0,0,0,0,no
17143,F,PA,18618,186,13,13,15,38,53,1,0,0,0,0,0,0,1,no
17144,F,NY,11207,112,15,13,29,154,183,2,0,0,0,0,0,1,1,no
17145,M,PA,19047,190,21,21,15,40,55,1,0,0,1,0,0,0,0,no
17146,F,MA,01463,014,35,7,73,115,188,7,2,2,2,0,1,0,0,no
17147,F,PA,19382,193,39,5,96,103,199,8,1,1,0,2,1,1,2,yes
17148,F,NJ,07739,077,17,9,26,208,234,2,0,1,0,1,0,0,0,no
17149,F,NJ,07981,079,9,7,29,276,305,2,0,0,0,0,0,0,2,no
17150,F,NY,14207,142,11,11,15,286,301,1,0,0,1,0,0,0,0,no
17151,M,NJ,07010,070,15,13,25,175,200,2,1,0,1,0,0,0,0,no
17152,M,NY,10509,105,39,9,103,154,257,9,1,3,1,1,0,1,2,no
17153,M,PA,15101,151,57,13,104,332,436,10,2,3,2,2,0,1,0,no
17154,F,NY,11727,117,5,5,15,106,121,1,1,0,0,0,0,0,0,no
17155,F,MA,02176,021,25,13,34,272,306,3,1,0,1,1,0,0,0,no
17156,F,MA,02181,021,33,9,129,207,336,11,2,1,3,0,1,0,4,no
17157,F,PA,19341,193,13,13,15,53,68,1,1,0,0,0,0,0,0,no
17158,M,DE,19805,198,27,7,109,327,436,10,1,3,2,2,1,0,1,no
17159,F,PA,15236,152,15,11,27,232,259,2,0,0,0,1,1,0,0,no
17160,M,DC,20007,200,15,15,15,272,287,1,0,0,1,0,0,0,0,no
17161,M,NJ,08034,080,35,5,79,310,389,7,4,0,2,0,0,1,0,no
17162,F,NY,10017,100,9,3,26,208,234,2,1,0,0,1,0,0,0,no
17163,M,NJ,07730,077,17,11,26,237,263,2,0,0,1,1,0,0,0,no
17164,F,NY,12865,128,23,23,15,239,254,1,0,1,0,0,0,0,0,no
17165,F,NJ,07666,076,37,1,121,135,256,11,4,2,3,0,0,1,1,yes
17166,F,MD,21234,212,33,33,15,43,58,1,0,0,0,1,0,0,0,no
17167,F,NJ,08021,080,13,7,29,3,32,2,0,0,0,0,0,1,1,no
17168,F,DC,20011,200,45,33,49,106,155,5,4,0,1,0,0,0,0,no
17169,F,NY,11001,110,35,35,15,219,234,1,0,0,1,0,0,0,0,no
17170,M,NJ,07013,070,29,13,86,219,305,8,4,0,2,0,0,1,1,no
17171,M,RI,02840,028,49,13,138,218,356,12,1,2,3,1,1,2,2,yes
17172,F,NJ,07004,070,13,13,15,163,178,1,0,0,1,0,0,0,0,no
17173,M,NY,10536,105,21,13,37,187,224,3,1,0,1,0,1,0,0,no
17174,F,MA,02171,021,11,3,29,116,145,2,0,0,0,0,1,0,1,yes
17175,M,CT,06791,067,45,11,90,101,191,8,0,3,3,2,0,0,0,no
17176,F,NY,10025,100,95,29,143,274,417,12,2,0,3,1,1,3,2,no
17177,F,NY,11364,113,11,11,15,234,249,1,0,0,1,0,0,0,0,no
17178,F,NY,10598,105,5,3,25,72,97,2,0,1,1,0,0,0,0,no
17179,M,NJ,08628,086,13,5,28,36,64,2,1,0,0,0,0,1,0,no
17180,F,NJ,07076,070,15,15,15,115,130,1,0,0,0,1,0,0,0,no
17181,F,NJ,08824,088,5,5,15,79,94,1,1,0,0,0,0,0,0,no
17182,F,NJ,07735,077,31,15,35,261,296,3,0,0,3,0,0,0,0,no
17183,F,PA,19152,191,7,1,28,29,57,2,0,0,1,0,0,1,0,yes
17184,F,MD,21144,211,29,9,104,81,185,9,0,2,3,1,1,0,2,no
17185,F,NY,10012,100,47,31,65,200,265,6,2,0,3,0,0,0,1,no
17186,F,PA,16101,161,15,13,25,42,67,2,0,1,1,0,0,0,0,no
17187,M,MA,02151,021,9,9,15,52,67,1,0,0,0,0,0,0,1,no
17188,M,NJ,07031,070,57,17,132,185,317,11,1,0,3,3,1,2,1,no
17189,F,RI,02891,028,3,3,15,130,145,1,0,1,0,0,0,0,0,no
17190,F,NY,11354,113,9,9,15,147,162,1,0,0,0,0,0,1,0,yes
17191,M,PA,19018,190,19,13,27,231,258,2,1,0,0,0,1,0,0,yes
17192,M,MA,01503,015,43,3,112,242,354,10,2,1,2,2,2,0,1,no
17193,M,NJ,07410,074,31,11,89,265,354,8,0,2,3,1,1,1,0,no
17194,F,DC,20002,200,63,15,115,318,433,10,2,1,1,1,1,0,4,no
17195,F,MD,20706,207,7,7,15,71,86,1,0,0,0,0,1,0,0,no
17196,F,PA,16033,160,27,15,71,277,348,6,0,0,4,0,0,2,0,no
17197,M,NJ,07090,070,41,33,24,61,85,2,0,1,0,0,0,0,1,no
17198,F,MD,21227,212,37,15,86,177,263,8,2,1,3,0,0,2,0,no
17199,M,NJ,07011,070,55,25,82,284,366,7,2,0,1,1,2,0,1,no
17200,F,CT,06516,065,35,31,29,274,303,2,0,0,0,1,0,0,1,no
17201,F,PA,19115,191,35,35,15,233,248,1,0,1,0,0,0,0,0,no
17202,F,NY,10019,100,9,7,26,113,139,2,0,0,1,1,0,0,0,no
17203,F,PA,19066,190,59,23,111,86,197,10,3,1,3,0,0,1,2,no
17204,F,NJ,07003,070,21,15,25,178,203,2,1,0,1,0,0,0,0,no
17205,M,NY,13104,131,53,15,98,303,401,8,1,0,2,1,0,2,2,no
17206,M,NY,14216,142,69,1,141,184,325,12,1,1,3,3,1,2,1,no
17207,M,NY,12590,125,27,21,27,113,140,2,0,0,1,0,1,0,0,no
17208,F,NY,10605,106,9,9,15,280,295,1,0,1,0,0,0,0,0,no
17209,M,NY,11772,117,87,31,118,134,252,11,2,2,2,1,1,3,0,no
17210,F,PA,19021,190,37,29,29,244,273,2,0,0,0,0,0,0,2,no
17211,F,NJ,07108,071,23,1,129,207,336,10,3,0,0,0,0,2,5,yes
17212,F,NY,12018,120,13,13,15,161,176,1,0,1,0,0,0,0,0,no
17213,M,PA,18465,184,13,13,15,138,153,1,0,0,0,0,0,1,0,no
17214,F,NJ,08015,080,15,7,28,299,327,2,1,0,0,0,0,1,0,no
17215,F,NY,11520,115,5,5,15,285,300,1,1,0,0,0,0,0,0,no
17216,M,DE,19804,198,13,1,32,49,81,3,1,1,0,0,0,1,0,no
17217,F,ME,04072,040,3,3,15,255,270,1,0,0,0,0,0,0,1,no
17218,F,PA,15071,150,7,1,28,291,319,2,0,0,0,1,0,1,0,yes
17219,M,NY,13111,131,11,11,15,298,313,1,0,0,0,0,0,1,0,no
17220,F,CT,06484,064,11,11,15,284,299,1,1,0,0,0,0,0,0,no
17221,M,NY,14428,144,41,13,71,223,294,6,2,1,0,1,0,0,2,no
17222,F,NJ,07724,077,1,1,15,168,183,1,0,1,0,0,0,0,0,yes
17223,M,NJ,07652,076,13,13,15,245,260,1,0,0,0,0,1,0,0,no
17224,F,MD,21202,212,23,15,29,129,158,2,1,0,0,0,0,0,1,no
17225,F,MD,20841,208,15,9,29,92,121,2,1,0,0,0,0,0,1,no
17226,F,NJ,08091,080,35,9,58,54,112,5,2,1,0,0,1,0,1,no
17227,F,NY,11747,117,63,15,98,302,400,9,3,1,4,0,0,1,0,no
17228,M,NJ,07980,079,19,17,28,110,138,2,1,0,0,0,0,1,0,no
17229,M,NY,11716,117,39,29,36,126,162,3,0,0,1,1,0,0,1,no
17230,F,NY,14467,144,3,3,15,146,161,1,0,0,1,0,0,0,0,no
17231,F,DE,19960,199,11,11,15,34,49,1,0,0,0,0,1,0,0,no
17232,M,MA,01966,019,13,13,15,119,134,1,1,0,0,0,0,0,0,no
17233,F,NY,11372,113,19,3,50,125,175,4,1,0,1,0,0,1,1,no
17234,F,NJ,07746,077,15,15,15,238,253,1,1,0,0,0,0,0,0,no
17235,F,NY,10461,104,29,9,92,146,238,8,1,0,4,1,0,0,2,no
17236,F,ME,04064,040,33,27,26,71,97,2,1,0,0,1,0,0,0,no
17237,M,NJ,08753,087,13,9,26,219,245,2,0,0,1,1,0,0,0,no
17238,M,PA,17821,178,41,3,106,155,261,10,4,1,3,0,0,0,2,no
17239,F,PA,18629,186,63,15,114,219,333,10,2,0,2,1,1,3,1,no
17240,F,NJ,07470,074,1,1,15,219,234,1,0,1,0,0,0,0,0,no
17241,F,NJ,07716,077,3,3,15,21,36,1,0,0,0,1,0,0,0,no
17242,F,MA,01915,019,35,1,102,111,213,9,1,2,2,1,1,1,1,no
17243,F,NY,11435,114,29,29,15,297,312,1,0,0,1,0,0,0,0,no
17244,F,NY,11411,114,15,15,15,287,302,1,0,1,0,0,0,0,0,no
17245,F,NY,10029,100,27,11,91,152,243,8,1,1,4,0,2,0,0,no
17246,F,NY,11358,113,37,31,25,121,146,2,0,0,2,0,0,0,0,no
17247,M,CT,06457,064,15,15,15,212,227,1,0,0,0,1,0,0,0,no
17248,M,CT,06118,061,33,9,128,256,384,11,1,2,1,0,3,3,1,no
17249,F,DC,20018,200,15,15,15,220,235,1,1,0,0,0,0,0,0,no
17250,F,VI,00802,008,35,7,66,311,377,6,3,1,0,0,0,2,0,no
17251,M,PA,17554,175,45,13,60,176,236,6,3,2,0,1,0,0,0,no
17252,F,NY,11209,112,55,15,99,243,342,8,2,0,1,0,1,2,2,no
17253,F,RI,02865,028,43,35,26,192,218,2,0,1,0,1,0,0,0,no
17254,M,NY,10954,109,25,3,121,264,385,10,2,0,1,3,0,0,4,yes
17255,F,NJ,08701,087,11,11,15,187,202,1,0,0,1,0,0,0,0,no
17256,M,NY,12538,125,7,7,15,107,122,1,0,1,0,0,0,0,0,no
17257,F,PA,19064,190,95,33,146,329,475,12,4,0,2,0,2,1,3,no
17258,F,PA,19115,191,11,11,15,3,18,1,0,0,0,0,0,1,0,no
17259,F,MD,21043,210,9,1,28,265,293,2,0,1,0,0,0,1,0,no
17260,F,NY,10028,100,17,1,70,209,279,6,3,0,0,0,1,1,1,no
17261,F,NY,14580,145,19,15,26,160,186,2,0,0,1,1,0,0,0,no
17262,F,PA,19331,193,13,13,15,212,227,1,0,0,1,0,0,0,0,no
17263,F,PA,19530,195,13,13,15,59,74,1,1,0,0,0,0,0,0,no
17264,F,NY,11596,115,15,11,25,277,302,2,1,0,1,0,0,0,0,no
17265,F,NY,11572,115,59,7,114,317,431,10,4,1,4,0,0,0,1,no
17266,M,CT,06762,067,21,1,74,278,352,6,0,2,1,0,0,2,1,yes
17267,M,MA,02150,021,13,1,51,308,359,4,1,0,0,1,1,1,0,no
17268,F,NY,14580,145,11,5,26,59,85,2,0,0,1,1,0,0,0,no
17269,F,CT,06516,065,13,13,15,123,138,1,0,0,1,0,0,0,0,no
17270,M,MA,02152,021,69,15,116,249,365,11,3,2,3,1,0,2,0,no
17271,F,MD,21212,212,3,3,15,275,290,1,0,1,0,0,0,0,0,no
17272,F,CT,06370,063,21,11,35,125,160,3,2,0,0,0,1,0,0,no
17273,F,NY,11367,113,7,3,26,94,120,2,0,1,0,1,0,0,0,no
17274,M,MA,02131,021,47,3,136,169,305,12,2,1,3,3,1,1,1,no
17275,F,MD,21050,210,7,7,15,213,228,1,0,0,1,0,0,0,0,no
17276,M,CT,06475,064,63,25,119,330,449,11,3,1,2,2,2,1,0,no
17277,F,PA,19008,190,7,5,29,46,75,2,0,0,1,0,0,0,1,no
17278,F,NY,11581,115,21,13,34,228,262,3,1,1,1,0,0,0,0,no
17279,F,PA,19126,191,13,13,15,15,30,1,0,0,0,0,0,1,0,no
17280,M,NJ,07208,072,7,7,15,50,65,1,0,0,1,0,0,0,0,no
17281,F,NJ,07630,076,27,27,15,298,313,1,0,0,1,0,0,0,0,no
17282,F,MA,01915,019,45,1,94,77,171,8,2,0,0,4,1,0,1,no
17283,M,NY,10901,109,35,27,33,121,154,3,2,0,1,0,0,0,0,no
17284,F,PA,19481,194,5,1,28,277,305,2,0,0,1,0,0,1,0,no
17285,M,NY,14207,142,39,31,25,54,79,2,0,0,2,0,0,0,0,no
17286,F,NY,11050,110,15,15,15,277,292,1,0,0,1,0,0,0,0,no
17287,F,PA,15223,152,17,11,25,145,170,2,1,0,1,0,0,0,0,no
17288,F,NY,12095,120,55,15,123,174,297,11,4,1,3,0,2,0,1,no
17289,F,NJ,07666,076,1,1,15,162,177,1,0,0,0,0,1,0,0,no
17290,F,NY,11706,117,15,15,15,75,90,1,0,0,1,0,0,0,0,no
17291,M,NY,10040,100,43,9,104,277,381,9,5,0,0,1,1,1,1,no
17292,M,NY,11372,113,33,29,25,290,315,2,1,0,1,0,0,0,0,no
17293,F,MD,21220,212,15,9,29,247,276,2,1,0,0,0,0,0,1,yes
17294,F,NJ,07026,070,11,11,15,44,59,1,0,0,0,0,0,0,1,no
17295,M,CT,06437,064,49,7,83,113,196,7,2,0,0,2,1,2,0,yes
17296,F,PA,18411,184,7,7,15,155,170,1,0,0,0,0,1,0,0,no
17297,M,MA,02144,021,25,11,74,166,240,7,2,0,3,1,1,0,0,no
17298,M,NJ,08701,087,81,29,109,43,152,10,1,2,3,2,0,2,0,no
17299,F,NY,14527,145,13,13,15,100,115,1,0,1,0,0,0,0,0,no
17300,F,CT,06897,068,15,15,15,201,216,1,0,0,0,0,0,0,1,no
17301,F,MD,21093,210,35,1,113,73,186,10,1,2,3,0,1,2,1,no
17302,F,NY,10314,103,19,13,25,23,48,2,0,0,2,0,0,0,0,no
17303,F,NY,12538,125,17,11,37,16,53,3,1,0,0,0,0,0,2,no
17304,F,NJ,08075,080,11,11,15,193,208,1,0,0,1,0,0,0,0,no
17305,F,NY,12306,123,9,1,28,236,264,2,1,0,0,0,0,1,0,no
17306,F,NY,11373,113,23,23,15,87,102,1,0,0,1,0,0,0,0,no
17307,F,MD,20754,207,15,5,46,26,72,4,1,0,1,0,0,2,0,yes
17308,F,NY,10468,104,17,15,29,185,214,2,1,0,0,0,0,0,1,no
17309,F,NJ,07006,070,19,15,27,126,153,2,0,1,0,0,1,0,0,no
17310,M,PA,19118,191,15,15,15,251,266,1,0,0,0,0,0,0,1,no
17311,F,MD,21028,210,3,3,15,227,242,1,1,0,0,0,0,0,0,no
17312,M,NJ,07456,074,31,29,29,77,106,2,0,0,1,0,0,0,1,no
17313,F,CT,06226,062,29,29,15,226,241,1,1,0,0,0,0,0,0,no
17314,F,MD,21144,211,19,3,40,217,257,3,0,1,0,0,1,1,0,no
17315,M,NY,12601,126,19,5,34,162,196,3,1,0,0,1,1,0,0,no
17316,F,PA,16509,165,13,13,15,130,145,1,0,0,1,0,0,0,0,no
17317,F,CT,06854,068,7,7,15,298,313,1,0,0,0,0,0,0,1,yes
17318,F,MA,01453,014,35,15,94,55,149,8,3,0,1,0,1,1,2,no
17319,M,PA,19401,194,41,11,74,167,241,6,0,0,1,3,0,1,1,no
17320,F,NY,11793,117,49,5,124,331,455,11,2,2,3,0,1,0,3,no
17321,M,PA,17315,173,23,11,46,241,287,4,0,3,0,0,0,1,0,yes
17322,F,NJ,08052,080,17,11,28,34,62,2,0,1,0,0,0,1,0,no
17323,F,DC,20017,200,29,29,15,219,234,1,0,1,0,0,0,0,0,no
17324,F,NJ,07739,077,13,9,29,281,310,2,0,0,0,1,0,0,1,no
17325,M,MD,20737,207,7,7,15,36,51,1,0,0,0,0,0,0,1,no
17326,F,NJ,08077,080,19,15,24,209,233,2,1,1,0,0,0,0,0,no
17327,F,NY,13317,133,13,13,15,230,245,1,0,0,1,0,0,0,0,no
